0,1,2
脾虚 失调,咽炎 治疗 咽炎 医院 检查 川贝,0
肩周炎 病程 理疗 针灸 推拿 按摩 症状 病程 症状 肩关节 疼痛,羊水过少 羊膜 分泌 胎儿 发育 羊水 补液 维生素,0
药物 中医 中药 临床 中药 玉竹 石楠叶 仙茅 仙灵脾 肉苁蓉 败酱草 菟丝子 红藤 熟地 三棱 片姜黄 治疗 中药 经脉 郁结 康复,晚孕,0
阴道炎 白带 阴道炎 怀孕 症状 消毒 消毒液 细菌 治疗,阴道炎 检查 白带 病因 治疗 阴道炎 药物 治疗 传染 疾病 治疗,1
白癜风 患者 部位 部位 光滑 鳞屑 白癜风 晚期 治疗 白癜风 症状 治疗 白癜风 治疗,胎儿 怀孕,0
月经 怀孕 月经 怀孕,包皮 手术,0
B超 胎儿 体重 胎儿 体重 胎儿 体重 B超,治疗,0
中药 咳嗽 支气管炎 支气管 肺炎 中药 治疗,肝脏,0
便秘,前列腺 药物 药物 部位 药物 治疗 药物 药物 治疗 医院 病因 治疗,0
脂肪肝 脂肪,锁骨 骨折 手术 骨折 错位 临床 患者 骨折 错位 手术 手术 骨折 错位 手术 治疗,0
脾虚 失调,红斑 红肿 瘙痒 症状 炉甘石洗剂 治疗 瘙痒 氯雷他定片 药物 缓解 卫生 医院,0
心脏病 冠状动脉 病变 疗法 细辛 乳香 没药 冰片,排卵 月经 卵子 受精 精子 卵子 排卵 月经 怀孕,0
糖尿病 并发症 视网膜 病变 视力 出血 白内障 青光眼 医院 并发症 治疗,婴儿,0
盗汗 症状 检查 失调 口服 中药 治疗 六味地黄丸 虚汗停颗粒,颈椎病 症状 疼痛 头痛 头晕,0
胃炎 胃复春片 治疗 卫生 药物 胃病 治疗,胎儿 怀孕,0
便秘,胎儿 双顶径 检查 营养 营养 蛋白质 监测 检查,0
中药 咳嗽 支气管炎 支气管 肺炎 中药 治疗,大腿 针灸,0
射精 临床,中医 脾虚 胃痛 健脾益气 人参健脾丸,0
阳痿 早泄 中医 治疗 右归丸 金锁固精丸 治疗 肾脏,接触 感冒,0
怀孕 精子 射精 精子 怀孕,症状,0
B超 胎儿 体重 胎儿 体重 胎儿 体重 B超,症状 腰椎 疾病 腰椎 疾病 神经 坐骨神经痛 症状,0
落枕 落枕 颈部 肌肉 疼痛 落枕 睡眠 颈部 外伤 颈部 颈椎病 落枕 落枕 治疗 针灸 药物 热敷 热敷 正红花油,脾虚 失调,0
羊水 胎儿 缺氧 胎儿 缺氧,颈椎病 症状 疼痛 头痛 头晕,0
荨麻疹 皮肤 粘膜 扩张 水肿 皮肤病 接触 脱敏 治疗,胎儿 怀孕,0
痔疮 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 症状 便血 疼痛 脱出 肛门 瘙痒 不适 便秘 手术 治疗 栓塞 激光,痔疮 检查 患者 诊治 肛门 直肠 手术 患者 检查 患者 检查 患者 检查 直肠 脱垂 脱出,1
咳嗽 支气管炎 感染 肺结核 疾病 艾滋病 呼吸 内科 检查 检查 炎症 治疗,咳嗽 过敏 咳嗽 炎症 感染 医院 血常规 检查 细菌 感染 治疗,1
腰痛 疼痛 宫颈 糜烂 妇科 炎症 医院 检查 诊断 妇科 炎症 治疗 卫生 外阴,宫颈 糜烂 消糜栓 治疗 治疗 治愈 症状 白带 阴道 化验 宫颈 粘膜 治愈 复发 卫生 感染 妇科 治愈,1
症状 腰椎 疾病 腰椎 疾病 神经 坐骨神经痛 症状,胎儿,0
肛门 瘙痒 瘙痒 肤轻松软膏 中药 疗程 洁尔阴洗液 洗液 皮肤,怀孕,0
高危 羊水 羊水,腰椎 药物 治疗 症状 理疗 针灸 按摩 推拿 症状 疼痛 医院 检查 治疗 睡眠 肌肉 韧带 关节囊 软组织 腰椎 腰椎 发作 腰椎,0
痔疮 出血 痔疮 治疗 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗 肛门 意识 肛门 括约肌,内痔 肛门 肛管 皮肤 粘膜 静脉丛 曲张 血液 缺血 坏死 治愈,1
脂肪组织 疾病 医院 外科 检查 治疗 脂肪 治疗,月经 怀孕 月经 怀孕,0
排卵 月经 排卵 排卵 怀孕,紊乱 医院 中药 体质,0
疲劳 肝脏,咳嗽 疫苗,0
中医 治疗 桂附地黄丸,怀孕 月经 月经 排卵 排卵 月经 月经 怀孕,0
中医,注射 狂犬疫苗 注射 疫苗 咬伤 注射 肌肉 注射 疫苗 注射,0
头痛 五官科 疾病 脑电图 内分泌 检查 疼痛 止痛药 氨基比林咖啡因片 疲劳 防治 亚健康,新生儿,0
感冒,失眠 心悸 阳痿 早泄 阳痿 早泄 治疗 手术 治疗 药物 治疗 治疗 治疗 阳痿 早泄 治疗 治疗 药物,0
检查 疾病 脾胃 健脾 药物 枇杷,阴茎 无意识 阴茎,0
便秘 胎儿 晚期 妊娠 胎儿 乙状结肠 便秘,外科,0
缓解 症状 手术 医院 肛肠科 治疗,血压 高压 低压,0
月经 怀孕 月经 怀孕 怀孕 检测 怀孕 检测 怀孕,怀孕 月经 月经 排卵 排卵 月经 月经 怀孕,1
过敏性哮喘 患者 过敏 患者 鼻涕 流泪 症状,脱出 脱出 神经 骨科 CT 检查,0
胃痛 胃炎 胃溃疡 胃镜 检查 治疗,胃病 肠痉挛 医院 检查 治疗,1
疼痛 肩周炎 乳腺 疾病 症状 乳房,口渴 化验 尿液 检查 血糖 糖尿病,0
胎儿 双顶径 检查 营养 营养 蛋白质 监测 检查,感冒,0
怀孕 胎儿,足癣 传染 手癣 医院 皮肤科 真菌 检查 特比萘芬 软膏,0
包皮 手术,血糖 诊断 妊娠期 糖尿病 空腹 血糖 血糖 血糖 化验 血糖 空腹 血糖,0
发热 感染 感染 细菌 病毒 支原体 化验 血常规 感染 细菌 病毒 低热 体温 退热 药物 体温 退热 药物 感染 感染 药物 抗病毒药物,胎儿,0
精神,血压 高压 低压,0
口渴 化验 尿液 检查 血糖 糖尿病,针灸 按摩,0
谷丙转氨酶 急性 肝炎 药物 肝脏 损害 药物 剂量 疾病 心脏病 心力衰竭 发热 谷丙转氨酶,中医,0
产前 检查 胎儿 产前 检查,产前 检查 胎儿 产前 检查,1
临床 先天性 血管 血管 症状 血管 症状 症状 治疗 患者 血管 症状 治疗 中药 活血化瘀 治疗 针灸 血管 支架 手术 手术 血管 支架 治疗,临床 先天性 血管 血管 症状 血管 症状 症状 治疗 患者 血管 症状 治疗 中药 活血化瘀 治疗 针灸 血管 支架 手术 手术 血管 支架 治疗,1
鼻腔 鼻腔 鼻涕 鼻腔 鼻涕 婴儿 鼻涕 口腔,心律,0
心律平,消炎 药物,0
呕吐 检查 幽门 梗阻 上消化道造影 诊断 幽门 梗阻 消化 吸收 吸收,盆浴,0
心电图 心肌 缺血 检查 心肌炎 检查 检查 诊断 诊断 治疗,检查 心脏 疾病 检查 检查 治疗,1
避孕药 月经 怀孕 检测,发烧,0
脂肪肝 脂肪,内分泌 少腹逐瘀丸 桂枝茯苓丸 口服 治疗 淋浴 卫生,0
口渴 化验 尿液 检查 血糖 糖尿病,症状 神经末梢 治疗 当归 茯苓 丹参,0
痔疮 便秘 手术 马应龙痔疮膏 槐角丸 治疗 维生素 抵抗力,痔疮 直肠 肛管 静脉丛 淤血 静脉丛 扩张 静脉 药物 治疗 口服 左氧氟沙星 甲硝唑 安络血 槐角丸 手术 治疗 手术 治疗 复发,1
医院 治疗 睡眠,咳嗽 疫苗,0
急性 上吐下泻 症状 口服 阿莫西林 颗粒剂 口服 思密达,分娩,0
骨折 手术 复位 手术 复位 手术,便秘 胎儿 晚期 妊娠 胎儿 乙状结肠 便秘,0
股癣 股癣 真菌 感染性 疾病 乳膏 萎缩纹 治疗,血压 低压 高压,0
肌肉 痉挛 劳损 医院 肌电图 化验 血常规 按摩 热敷 治疗,神经 血管 神经 血管 肌肉 热敷 按摩 医院 检查 治疗,1
晚孕,阴道炎 治疗 阴道 治疗 卫生 外阴 阴道炎 药物 治疗 阴道 口服 硝呋太尔 治疗 洁尔阴 治愈 阴道炎 药物,0
胎儿 检查 胎儿,湿疹 慢性 皮肤 病因 复发 皮肤 瘙痒 湿疹 医院 治疗,0
怀孕 流产 损伤 流产 宫腔 感染 流产 医院 检查 B超 检查 激素 检查 检查 输卵管 怀孕,月经 排卵 月经 怀孕 B超 检查 怀孕 搏动 怀孕 医院 B超 孕囊 发育,1
胎儿 体重 双顶径 胎儿 发育,检查 真菌 感染 手足癣 卫生 皮肤科 检查,0
颈椎病 症状 疼痛 头痛 头晕,营养 恢复 分泌,0
血常规 红细胞,治疗 恢复,0
便秘,患者 检查 心脏 病因 治疗,0
检查 洗液 卫生,怀孕 晚期 腹痛 缓解 疼痛 腹痛 医院 早产,0
精神,便秘 婴儿 排便 排便 排便 便秘 排便 药物,0
营养 体重,手术 手术 妊娠 妊娠 手术 钳刮术 宫腔 钳刮术 子宫 怀孕 手术 怀孕 药物 流产 治疗 怀孕 流产 妇科 炎症 宫颈 糜烂,0
皮肤 祛痘 皮肤,锁骨 骨折 手术 骨折 错位 临床 患者 骨折 错位 手术 手术 骨折 错位 手术 治疗,0
龟头炎 创伤 水肿 红斑 糜烂 感染 溃疡 疼痛 湿敷,胎儿,0
人体 胎儿 畸形,粘膜 皮肤,0
过敏性哮喘 患者 过敏 患者 鼻涕 流泪 症状,保健 激素 抑制 肠胃 细胞 蛋白质 恢复 生理 体内 脂肪,0
营养,发热 咳嗽 症状 感染 治疗 布洛芬 口服 退热,0
婴儿,萎缩纹 按摩 淋浴 体温 皮肤 弹性 营养 体重 激光 治疗,0
营养 胎儿 胎儿,湿疹 真菌 感染 皮肤科 检查 治疗,0
扁桃体 淋巴 器官 病毒 人体 扁桃体 病毒 感染 扁桃体 纤维化 临床 检查 扁桃体 消退 急性期 红肿 化脓,中医,0
咳嗽 疫苗,叶酸 营养 维生素,0
怀孕 注射 注射 乙肝疫苗 注射 注射 感染,便秘,0
排卵 月经 卵子 卵巢 受精 精子 受精 卵子 排卵 排卵,中医 治疗 桂附地黄丸,0
痔疮 手术 治疗 肛门 按摩 痔疮 康复 金霉素 痔疮膏 肛门 肛门 痔疮 吸收 痔疮 医院 消化 痔疮 医院,感冒,0
排卵 月经 排卵 排卵 怀孕,症状 毛囊炎 感染 皮肤 炎症 毛发 部位 皮脂 分泌 部位 毛囊炎 症状 丘疹 脓疱 瘙痒 疼痛 口服 鱼石脂 复方新霉素软膏 消炎 药膏 马齿苋,0
胎儿,便秘,0
排便 通便灵胶囊 缓解 便秘,胎儿 胎儿 胎儿 胎儿 发育,0
咳嗽 支气管炎 感染 肺结核 疾病 艾滋病 呼吸 内科 检查 检查 炎症 治疗,高危 羊水 羊水,0
便秘,月经 胎儿 发育 胎儿,0
萎缩纹 按摩 淋浴 体温 皮肤 弹性 营养 体重 激光 治疗,怀孕 糖尿病,0
白扁豆,感冒 伤风 鼻病毒 鼻病毒 头痛 不适 畏寒 低热 结膜 鼻塞 流涕 咳嗽 病程 中耳炎 慢性 支气管炎 气喘 急性 发作 治疗 发热 头痛,0
接触,贫血 厌食 恶心 头晕 乏力 检查 血常规 红细胞 血红蛋白 口服,0
药物 治疗 中药 治疗,孕妇 免疫力 胎儿,0
胎儿 检查 胎儿,阳虚 症状 四肢 畏寒 水肿 症状 症状 盗汗 虚汗 头晕 耳鸣,0
心脏 心脏 医院 检查 诊断 治疗,晚孕,0
怀孕 阴道 医院 检查 早产 医院 检查,怀孕 医院 检查 怀孕,1
内分泌 失调 避孕药 妇科 炎症 医院 检查 内分泌 尿常规 阴道 宫颈刮片 病因 治疗 体质,呼吸,0
发烧,流产 恢复 月经 月经 排卵 避孕 避孕,0
按摩 针灸 理疗 药物 治疗 中药 治疗,软组织 损伤 中药 按摩 理疗 药物 治疗,1
胎儿 发育 感冒 胎儿 发育 怀孕 胎儿,失眠 抑郁症,0
颈椎病 椎间孔 颈部 脊髓 神经根 临床 症状 疾病 患者 口服 药物 治疗 缓解 疼痛 消炎 肌肉 治疗 颈椎 软组织 劳损 治疗 四肢 麻木 患者 神经 营养 药物 康复 神经 恢复,脊柱炎 治疗 药物 治疗 药物 治疗 外科 治疗 药物 治疗 非甾体抗炎药 免疫抑制剂 生物 制剂 激素 治疗 药物 治疗 患者 脊柱 关节 肌肉 肺活量 药物 治疗 畸形 颈椎 疼痛 身高 身高,1
避孕药 月经 怀孕 检测,避孕药 月经 紊乱 避孕,1
怀孕 医院 检查 B超 检查 检查 监护 检查 医院 医院,怀孕 流产 医院 检查 B超 宫腔 胎儿 发育 消毒 外阴 妇科 检查 保胎 治疗,1
患者 痱子 消炎 治疗 痱子 预防,检查 贫血 肝功能 吸收 吸收 肝脏 吸收,0
检查 怀孕 医院 妇科 B超 检查 治疗,医院 流产 孕囊 孕妇 流产 检查 妇科 怀孕,1
血压 高压 低压,治疗,0
侧脑室 正常值 生理 畸形,痔疮 排便,0
胎儿 胎位 面先露 骨盆 枕骨 骨盆 胎位 胎位,症状 龟头炎 红霉素软膏 克霉唑软膏 治疗 卫生,0
营养,腰椎结核 病人 手术 适应证 脓肿 脓肿 结核 病变 椎体 接触 脓肿 椎体 软组织 吸收 病变 愈合 复发 慢性 窦道 继发感染 慢性 椎体 骨髓炎 治愈 患者,0
骨盆,症状 龟头炎 红霉素软膏 克霉唑软膏 治疗 卫生,0
怀孕 体外 射精 怀孕 阴茎 阴道 精液 阴道 射精 射精 阴茎 阴道 精液 阴道 精液 精子 怀孕,晚期 症状,0
乳酸亚铁 腹泻 药物 贫血 肝脏 治疗,贫血 贫血 缺铁性贫血 肝脏 口服液 吸收,1
排卵 月经 卵子 受精 精子 卵子 排卵 月经 怀孕,脂肪组织 疾病 医院 外科 检查 治疗 脂肪 治疗,0
艾滋病 感染 特异性 症状 症状 感染 高危 医院 检查,睡眠 营养 消化,0
检查 B超 检查 孕囊 检查 B超 检查 孕囊,避孕 月经 怀孕 月经 检查 阳性 怀孕 医院 检查 检查 怀孕,1
腋窝 腹股沟 大动脉 皮肤 人体 肌肉,怀孕,0
排卵 排卵 月经 避孕 怀孕,症状 综合征 症状 症状,0
外痔 内痔 脱出 粘膜 脱出 便血 医院 肛门,症状 痔疮 肛门 出血 痔疮 胎儿 治疗 消化 肛管,1
血液 病因 脑动脉硬化 症状 眩晕 疲劳 药物 治疗 阿司匹林 药物 血小板 血液 慢性 养血清脑颗粒,感冒,0
分娩,急性 上吐下泻 症状 口服 阿莫西林 颗粒剂 口服 思密达,0
转氨酶 肝脏 解毒 检查 肝脏 肝脏 口服 护肝片 转氨酶,感冒,0
血液 血管 人体 阳虚,良性肿瘤 手术,0
身高 遗传 营养 下肢 肌肉 骨骼 营养 吸收 骨骼,怀孕,0
羊水 胎儿 缺氧 胎儿 缺氧,腰椎 疼痛 腰椎 骨科 检查 诊断 治疗,0
神经炎 麻木 神经炎 症状,双顶径 腹围 胎儿 发育 胎儿 发育,0
胆红素 消化科 检查 治疗 肝脏 损伤,治疗 肝脏 阳性,1
便秘,胎儿 双顶径 怀孕 股骨长 怀孕 胎儿 发育 体重 胎儿,0
复发 患者 精神 诱因 人体 部位 真菌 感染 手足癣 表皮 角质层 疼痛,羊水 混浊 胎粪 胎儿 缺氧 胎儿 胎粪 吸入性肺炎 胎儿 发育 妊娠,0
怀孕,坐骨神经痛 病因 椎间盘 缓解 神经根 治疗 髓核 静脉 神经根 软组织 水肿,0
脑电图 CT,便秘 婴儿 排便 排便 排便 便秘 排便 药物,0
痔疮 遗传性 痔疮 出血 出血 出血 便秘 出血 诱因 脱出 脱出 肛门 肛门 痔疮 手术 缓解 便秘 痔疮 手术,痔疮 治疗 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,1
外痔 肛门 疼痛 不规则 外痔 排便,患者,0
脾虚 失调,优生学 保健 产前 检查 胎儿 发育 医院,0
患者 咳嗽 尿液 骨盆 肌肉 缓解 口服 缩泉丸 治疗,脂肪肝 脂肪,0
怀孕 孕妇 胎儿 孕妇 贫血 胎儿 贫血 胎儿 早产 缺氧 贫血 感染,精神,0
妊娠 流产 流产 子宫 抑制 子宫 黄体酮 黄体酮 黄体酮 腹痛 出血,流产 腹痛 阴道 临床 营养 出血 医院 注射 黄体酮 保胎 治疗 医院 检查 孕囊,1
粘膜 皮肤,肾脏 发育 异位 肾发育不全 腰痛 高血压,0
非处方药,羊水 发育 妊娠,0
卫生,多汗症 疾病 低血糖症 低血糖症 发作 交感神经 症状 发作 血糖 交感神经 肾上腺素 病人 苍白 震颤 甲状腺 机能 亢进 疾病 精神 症状,0
川芎 当归 细辛 蜈蚣 白芷 防风 丹参 黄芪 三七 炙甘草,气胸 复发 复发,0
月经 治疗,血糖 空腹 血糖 正常值 血糖,0
治疗 尿路梗阻 疼痛 症状 输尿管 松解 手术 治疗,治疗 尿路梗阻 疼痛 症状 输尿管 松解 手术 治疗,1
猕猴桃,脾胃湿热 胃胀 呕吐 不适 症状 药物 根治 中医 中药 临床 治疗 中药 栀子 当归 砂仁 厚朴 三棱 穿山甲 麦芽 蜂胶 治疗 根治 药物 脾胃湿热 粘膜 治愈 复发,0
婴儿,肿瘤 良性 恶性 恶性 肺癌 病理 检查 良性肿瘤 肺癌 发病率 医院 检查 CT 活检 诊断 治疗,0
感染性 腹泻 白细胞 细菌 感染 药物 抗生素 药物,接触,0
高压 低压 高血压,维生素 维生素 维生素 蛋白质 再生 消炎,0
骨折 移位 手术 复位 骨折,化验 精液 化验,0
痔疮 便秘 治疗 马应龙痔疮膏 治疗 维生素,痔疮 直肠 肛管 静脉丛 淤血 静脉丛 扩张 静脉 治疗 马应龙痔疮膏 治疗 维生素,1
血压 低压 高压,阴囊 湿疹 阴囊 湿疹 阴囊 皮肤病 过敏反应 皮肤病 疾病 阴囊 药膏,0
胎儿 胎儿 胎位,医院 血常规 检查 扁桃体 炎症 美洛西林 治疗,0
腰痛 症状 医院 检查 腰椎 骨质 增生 坐骨神经痛 理疗 推拿 按摩 治疗 腰肌劳损,腰椎 软组织 骨骼 疾病 医院 治疗,1
发育 肢体 下肢 偏瘫 四肢瘫 康复 疗法 疗法 疗法 疗法,便秘 胎儿 晚期 妊娠 胎儿 乙状结肠 便秘,0
腰椎 坐骨神经痛 疼痛 放射 治疗,脂肪肝 脂肪,0
婴儿,恢复 手术 手术 恢复 疼痛 肩关节 肩关节 外展 理疗 热敷,0
精神,胎儿 发育 营养 怀孕 营养,0
猕猴桃,大三阳 抗原 抗体 阳性 不适 乏力 恶心 腹泻 大三阳 病毒 免疫 肝硬化 肝癌 治疗 临床 病毒 免疫 纤维化 治疗 暴饮暴食,0
怀孕 流产 损伤 流产 宫腔 感染 流产 医院 检查 B超 检查 激素 检查 检查 输卵管 怀孕,怀孕 子宫内膜 免疫力 阴道 流产 B超 检查 发育 优生优育,1
痔疮 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 症状 便血 疼痛 脱出 肛门 瘙痒 不适 便秘 手术 治疗 栓塞 激光,痔疮 症状 瘙痒 便血 疼痛 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,1
尿路感染 尿路感染 尿频 尿急 尿痛 前列腺炎 急性肾小球肾炎 慢性 肾小球肾炎 肾炎 肾炎 医院 血脂 血压,药物 治疗 中药 治疗,0
怀孕 精子 射精 精子 怀孕,大腿 针灸,0
胎儿 剖宫产,肌肉 下肢 发作 症状 唾液 吞咽,0
治疗,充血 皮肤 充血 皮肤,0
皮肤 治疗 祛风 药物 祛风 活血 治疗 针灸 治疗 治愈,呼吸,0
鼻腔 鼻腔 鼻涕 鼻腔 鼻涕 婴儿 鼻涕 口腔,神经 临床 症状 脊柱 神经 临床 症状 手术 治疗 治疗 治疗,0
蛋白质 过敏 婴儿 湿疹 蛋白质 过敏 治疗 缓解 症状,大脑,0
妇科 感染 检查 疼痛 医院 B超 检查 月经 白带 消化系统 疾病 肠镜 检查,白带 妇科 炎症 临床 症状 滴虫性阴道炎 阴道炎 子宫颈 息肉 子宫内膜炎 医院 妇科 检查 炎症 医院 检查 病因 卫生,1
睡眠 癫痫 睡眠 发作 癫痫 睡眠 癫痫 临床 发作 睡眠 癫痫 发作性睡病 睡眠 精神不振 治疗 癫痫 治疗 胎记 治疗 癫痫 症状 患者 医院 检查 治疗 治疗,癫痫 病因 医学 病因 病因学 癫痫 病因 癫痫 癫痫 癫痫 患者 遗传 癫痫 病因 医疗 病因 癫痫 症状性癫痫 继发性 人体 慢性 损伤 疾病 大脑 损伤 医疗 检查 诊断 治疗,1
脂肪肝 脂肪,产后 排便 疼痛 产后 便秘 产后 产后 产后 便秘 产后 体外 开塞露 软化 便秘,0
细菌 感染 发热 鼻塞 流涕 咳嗽 咳痰 治疗 口服 阿莫西林 化痰 药物,高危 羊水 羊水,0
脾虚 消化 补脾益肠丸,包皮 手术 伤口 消毒 预防 感染 症状 感染 碘伏 消毒 口服 头孢拉定片 消炎,0
羊水 胎儿 缺氧 胎儿 缺氧,体质 体内,0
睡眠 癫痫 睡眠 发作 癫痫 睡眠 癫痫 临床 发作 睡眠 癫痫 发作性睡病 睡眠 精神不振 治疗 癫痫 治疗 胎记 治疗 癫痫 症状 患者 医院 检查 治疗 治疗,癫痫 一次性 发作 病人 脑电图 癫痫 发作 一次性 抽搐 意识 临床 发作 治疗 癫痫 患者 治疗 癫痫 癫痫 发作 癫痫 癫痫 患者 诊断 治疗 治疗 损伤 复发,1
中药 咳嗽 支气管炎 支气管 肺炎 中药 治疗,癫痫 发作 脑神经 治疗 癫痫 基因 恢复 大脑 再生 临床 治愈,0
高血压 糖尿病 动脉硬化,流产 妊娠 钳刮术,0
